Marca temporal,ID Único,Edad:,Género:,Nivel socioeconómico:,Grado de estudios:,Actualmente te encuentras:,Si actualmente trabajas. ¿En qué área trabajas?,Estado de origen:,Municipio de origen:,"1. Describa, ¿en qué situaciones últimamente ha sentido alegría?","2. Especifique, ¿en qué situaciones últimamente ha sentido ganas de llorar?","3. En las últimas dos semanas, ¿en qué momentos se ha sentido cansado?","4. ¿En qué situaciones de su día a día, puede identificar que se ha sentido preocupado?","5. Cuando la preocupación se hace presente en su vida, ¿cuáles son las sensaciones corporales que experimenta?","6. Si su escritor favorito le pidiera que le ayude a buscar el significado de la felicidad, ¿cuál sería la idea que usted escribiría?","7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?","8. Cuando sucede algo inesperado en su vida, por ejemplo: llegar tarde al trabajo, el automóvil se descompuso, se quedó sin batería el celular, olvidar las llaves, etc., describa ¿cómo reacciona ante estas situaciones?",9. Describa ¿En qué situaciones de su vida considera que se siente estresado o molesto?,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
4/23/2024 20:18:00,9N5PTUUF,26,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,Cuando hallo paz,Cuando no puedo ayudar a alguien a quien quiero,"Cuando tengo muchas tareas, trabajos que hacer, y pararse temprano ",Cuando sobre pienso las cosas.,"Cansancio, sueño, me cuesta concentrarme, falta de apetito.","En nuestra trayectoria creo sería encontrar amigos que hagan que los momentos de nuestra vida sean felices y disfrutar de esos momentos, pues no se trata de llegar a un lugar, sino, de disfrutar de nuestro camino.","Tranquilizarme, Meditar, Orar, pues creo en Dios.","Me río, me sereno y lo tomo con calma, se que todo pasa por algo y estresarme con el “hubiera”, no sirve.",Cuando tengo demasiados deberes.,Orar
4/23/2024 20:28:40,SXA26XSC,19,Masculino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Puebla ,"Salir con mi novia, estar con mis mascotas ",Con el estado de salud de mi madre que se encuentra delicada ,Al llegar a casa después de un día estresante en clases ,"Cuando voy tarde a clases, cuando entregan resultados de exámenes, cuando tengo muchas cosas por hacer ","Ritmo cardiaco aumentado, tics como dar pequeños saltos con el pie mientras estoy sentado, apretar la mandíbula ","La felicidad es un sentimiento creado a partir de situaciones que estimulan nuestro cerebro, desde mi punto de vista, la felicidad es el producto de eventos que resultan placenteros y despiertan interés en nosotros. Además la felicidad es subjetiva, un Niño pequeño puede ser feliz al recibir un dulce, mientras que alguien con más años de vida puede resultarle difícil encontrar la felicidad en cosas tan pequeñas como esa.","lo primero que haría sería colocar en una lista los posibles resultados de determinadas decisiones y así mismo anotar sus ventajas y desventajas, si una de esas opciones resulta más adecuada para lo que estoy buscando tomaría esa, en caso de no poder decidirme pediría consejo de alguien mayor que haya pasado por alguna situación similar, finalmente, ya con la decisión echa hablaría con mis padres para preguntarles su opinión y si cuento con su aprobación ","Al principio tengo una sensación de urgencia que me hace querer mover cielo mar y tierra para poder arreglar lo sucedido, en caso de no ser posible hacerlo tan rápido como me gustaría suelo molestarme y estresarme por un rato, hasta que reflexionando logro calmarme para de esa forma afrontar la situación de la mejor manera.","En situaciones donde no me tomen en serio por verme pequeño. Por ejemplo entrar a alguna tienda donde haya personal que puede ofrecerte su ayuda y que no se acerquen a mi y si a los demás clientes, y sobre todo en situaciones donde no pueda controlar el resultado o que vaya a pasar.","Primero pedir consejo de gente y dependiendo de la situación puedo analizar si lo que pasará me afectara o puedo vivir con eso, de esa forma evito estresarme y sobre-pensar. Aun así suelo evitar esas situaciones difíciles porque me agobian mentalmente a un punto donde no puedo concentrarme, me es más fácil escapar de esas situaciones que enfrentarlas "
4/23/2024 20:30:08,XEDRH93Z,22,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Veracruz,Minatitlan,Cuando visito a mi familia y juego videojuegos con mis primos.,Cuando he pasado mucho tiempo sin visitar a mi familia.,"Algunos días experimento una carga considerable de materias y tareas, especialmente cuando tengo múltiples responsabilidades académicas y personales. Además, después de ir al gimnasio, suelo sentirme cansado.","Cuando enfrento problemas con algunos proyecto, como fechas límite ajustadas o situaciones complicadas y también en la temporada de los exámenes.",Experimento dificultad para concentrarme.,"La felicidad es un estado de paz interior y satisfacción con la vida en general. 
Se trata de disfrutar de los momentos simples y valorar lo que tenemos en lugar de enfocarnos en lo que nos falta.","Primero analizo la situación, consulto la opinión de personas de confianza o con experiencia en el tema, también busco información adicional. Analizo los puntos de vista y elijo la opción que considero mas adecuada.","Mantengo la calma y busco posibles soluciones. Por ejemplo: si se me acaba la batería, le pregunto a mis amigos o compañeros si me prestan cargador. Si olvide las llaves le marco a uno de mis roomies para ver si me pues ayudar a entrar.",Me estreso cuando tengo muchas tareas pendientes y poco tiempo para terminarlas.,Mantengo la calma y analizar la situación. Busco apoyo en amigos o familiares y trato de encontrar una solución. También trato de aprender de la experiencia para enfrentar situaciones similares en el futuro.
4/23/2024 20:43:09,S8Y84CH8,24,Femenino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,"Volví a ver a mi amiga después de 5 años, salí con un amigo a ver una película de un anime que nos gusta mucho, pude inscribir mis prácticas profesionales, le conté a una amiga que casi no comía porque no estoy en casa la mayor parte del día y me compró comida; uno de mis amigos me prestó un libro que esperaba leer con muchas ansias, en la iglesia cantamos un himno que pedí porque me gusta mucho y por último canté junto con mis compañeros en el teatro de la ciudad y nos divertimos mucho. ",Cuando recuerdo que la persona que quería demasiado me traicionó. ,Después de llegar de la universidad y mientras hago tareas en la madrugada. ,"Cuando olvido hacer algo importante como los trámites o entregar tareas, no poder entrar a clase o no entender lo que me enseñan, ver que otras personas son mejores que yo y vamos en el mismo nivel. ","Dolor de estómago, diarrea, respiración agitada, ritmo cardíaco acelerado y dolor de cabeza. ","Supongo que es un sentimiento que nos hace sentir bien, más enérgicos, con euforia, amor, paz y a veces serenidad. ","Cuando debo hacer elecciones primero veo todas mis opciones, estudio los beneficios y consecuencias de tomar ese camino, analizo el grado de importancia y así hago una elección. ",Empiezo a resolver el problema haciendo muchos planes para arreglar la situación. ,"Cuando se me junta mucho trabajo de la universidad, cuando mis padres me molestan con sus comentarios, cuando me molestan a propósito, cuando yo ayudo a las personas pero cuando necesito de ellos no están para mí. ",Si es algo malo suelo llorar. Lloro mucho y después comienzo a planear qué puedo hacer para salir de ahí. Si siento que no puedo sola pido ayuda a las personas que sé que me van a brindar la ayuda adecuada para esa situación. 
4/23/2024 20:44:26,HG74CPSK,22,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Santa María Moyotzingo,Cuando me sale todo como lo planeo ,Cuando no puedo hacer nada para cambiar situaciones que estén fuera de mi control,Cuando no paran de dejarme actividades ,Cuando no se lo que me depara el futuro,"Falta de apetito, incapacidad de llorar, respiración fuerte, temblores",El arte y la música ,"Elegir el camino que más me convenga, o el que menos me afecte ",Con desesperación y enojo ,Cuando personas ajenas quieren usar mi tiempo ,Pensar con la cabeza fría 
4/23/2024 21:02:39,L2RH302J,23,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Guerrero,Zihutanejo,Ultimamente siento bastante felicidad cuando convivo jugando con mis amigos.,"Realmente no he tenido situaciones donde quiera llorar, si es verad que hay dias en lo que pueda sentir mas solitario pero no preciamente quiere decir que a la vez me sienta triste.","Ultimamente si es verdad que hay momentos cuando que me gusta tomar siestas, pero no es como todo el dia me sienta extremadamente cansado.",Cuando tengos pendientes con poco tiempo para poder entregarlos.,Normalmente cuando me enuentro en una situacion de mcuho extres es verdad que llego a sentir dolor en los hombros o no poder dormir bien.,"Es algo bastante amplio que se simboliza en distintos eventos que puedo tener en mi vidad,desde  cosas complejas como superar retos dificiles o mas sencillas como terminar de lavar mi ropa.","Principalmente pienso en todos las implicaciones de las decision tanto buenas como malas, despues analizar la mejor manera de resolver lo que tengo que hacer.","Al principio si es verdad que te da un golpe de preocupacion al pensar en todas las consecuencias que puede traer la situacion, pero despues intento relajerme y pensar en una manera de solucionarla.","Existen muchas situaciones que me provocan estas emociones, pero lo que mas me puede afectar y provocar una molestia, son todas aquellas situaciones en las que me veo afectado por factores ajenos a mi, sin la posibilidad de no poder hacer nada.",Princiapalmente analizar la situacion he intentar encontrar la solucion mas viable.
4/23/2024 21:05:33,FN2PCHS1,21,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Zaragoza,"Al estar con mi familia, mi pareja o mis mascotas. Igualmente cuando salgo bien con cosas de la escuela",En situaciones de estrés y cuando las cosas no salen bien,Al hacer algunas tareas largas,Al pensar en mi tarea pendiente,Mucho nerviosismo en todo el cuerpo ,Aquellas cosas que nos dan paz y nos hacen sentir seguros ,"Pensar en las alternativas, pros y contras y si es algo que realmente haría ",Al principio siento un poco de ansiedad pero luego se me quitan esas preocupaciones,Cuando tengo muchas cosas por hacer y siento que no progreso,Lo llego a platicar o analizar cuando llego a requerir un consejo y lo afronto después 
4/23/2024 21:10:29,GUS8V807,23,Femenino,Medio,Bachillerato,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Huauchinango,"Al salir con mis amigos, ver a mi familia, en mis hobiies y en terminar mis tareas.","Cuando me abruma el futuro, principalmente académico.",Después de un dia de escuela y tareas.,"En las noches, junto antes de dormir.","Tensión muscular, aceleración del ritmo cardíaco.","Vivir bajo el significado del amor, desde uno mismo hacia todo factor con el que se relacione. Esto significa, actuar, relacionarse, trabajar y resolver problemas desde el amor, la paciencia y un nivel de conciencia que practica el estoicismo. ","Visualizo las posibilidades y analizo cómo me afectarían cada una de ellas, cuál es lo correcto y si esta se ajusta a mis deseos o no. Al igual que clasificar si la elección es basada en un deseo o en lo correcto. ","Regularmente las lamento por un tiempo muy corto y procedo a aceptarlas, buscar soluciones antes que enfocarse en el problema. ","Cuando no logro mis objetivos diarios, el incuplimiento de la disciplina y la búsqueda constante de un ritmo de trabajo. ","Mantengo la cabeza fría para no tomar decisiones que se vean afectadas por las emociones que estas situaciones generan, el camino más corto aunque impliquen desagrados. Busco la efectividad y pronta resolución. "
4/23/2024 21:26:04,3GGBO8RK,21,Masculino,Bajo,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla ,"Cuando juego futbol y mi equipo va ganando o no me tomo tan enserio el partido, cuando completo una tarea rápido o una tarea complicada y cuando convivo con mis amigos.",Cuando veo una escena trágica en una película.,Después de que me desvelé hay momentos que al día siguiente me siento cansado sobretodo cuando me siento aburrido.,Cuando dejo una tarea al último y siento que el tiempo que deje para hacer la tarea es muy justo.,Se me acelera ligeramente la respiración.,Vive y deja vivir además de no sobre pensar las cosas.,Analizo lo más que puedo mis opciones tratando de considerar posibles ventajas y desventajas aunque sean solo de forma general y a partir de estás conclusiones tomaría una desición.,Sí es algo que no considero muy importante o urgente no le doy mucha importancia pero si es importante o es urgente entonces busco rápidamente alguna solución pero sino encuentro ninguna dependiendo de qué tanta importancia o que tan urgente sea entonces es probable que me sienta impotente y triste.,Cuando estoy convencido de que algo va a pasar de cierta manera pero termina ocurriendo de una forma bastante distinta de la que pensaba.,Si es algo que solo me afecta a mi y sé que su solución la puedo posponer prefiero no pensar mucho en ello aunque si se me ocurre alguna solución trato de ejecutarla lo más pronto posible.
4/23/2024 21:27:00,3DA9WB82,23,Femenino,Medio,Licenciatura,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,"Estando con mi pareja, organizando un proyecto y que salga bien",Cuando me estreso demasiado y siento que no soy suficiente para eso,En la universidad con muchas tareas,Cuando no entrego tareas,Dolor de cabeza,Seguir el camino de lo que te apasiona,1. Pensarla 2. Dialogarla 3.Tomar la decisión,Me siento frustada y sin control de las situaciones,Cuando no siento el control de las cosas,Respirar y tomar un break
4/23/2024 21:37:25,4SUVP1WR,22,Masculino,Bajo,Bachillerato,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Cuando salgo con mis amigos y cuando llego a casa.,"cuando pienso en el futuro, en el pasado o cuando veo algo con lo que me identifico y que me hace sentir fuerte o débil.","creo que siempre, a pesar de que no siempre tengo razón para estarlo",siempre que pienso en el futuro a corto y mediano plazo,"ansiedad, desconcentración, debilidad, miedo, desesperanza, desanimo, apatía, coraje, desesperación, ","tener libertad, tranquilidad, plenitud, soledad, independencia. O al menos una de esas","Tratar de calmarme, tomar el tiempo que considero suficiente para valorar las opciones, ventajas, desventajas, etc. Formar un pequeño plan, tomar la decisión, tratar de hacer que funcione.","primero con mucha frustración por dentro pero con calma por fuera, luego trato de mantener la calma por dentro, luego trato de pensar en que hay cosas que no controlamos y hay cosas que simplemente pueden salir mal, luego trato de seguir con mi día/vida. ","cuando me siento/me veo superado por alguien más, cuando mis esfuerzos resultan ser sumamente insignificantes, cuando no puedo controlar algo o pierdo el control en algo, cuando siento que merezco más, y cuando la vida me hace pensar que quizás en realidad no merezco más.","Trato de mantener la calma y la compostura, determino si necesito ayuda o no, intento dar pasos lentos pero seguros, y siempre intento darme un espacio seguro dentro de mi mente para protegerme de lo que sea que me tenga que enfrentar (algo así como un refugio mental). "
